Inf,Club,Club Job,Preferred Job,Salary,Rating,WR,Tac Knw,Att,Def,Men,Tec,TCo,Mot,Det,Dis,Personality,Name
FrA,,-,Data Analyst,-,,,7,3,5,10,5,6,1,13,16,Temperamental,Oliviero Motta
FrA,,-,Goalkeeping Coach,-,,,8,9,12,5,5,10,14,14,16,Fairly Professional,Nicholas Bucci
,TSG 1899 Hoffenheim,Under 19s Head Coach,Coach,"$2,500 p/w",,,12,17,12,14,13,13,15,14,11,Fairly Professional,Marcel Rapp
,West Brom,Loan Manager,Loan Manager,"$4,000 p/w",,,8,11,16,10,10,11,13,15,10,Fairly Determined,Paul Terry
FrA,,-,Coach,-,,,9,11,10,12,11,10,13,19,17,Perfectionist,Darren Way
Wnt,Virtus Entella,Scout,Scout,"$1,800 p/w",,,4,1,1,1,1,1,6,12,14,Fairly Professional,Andrea Manucci
,Celta Vigo,Under 19s Fitness Coach,Fitness Coach,"$3,300 p/w",,,5,3,5,3,5,4,13,8,15,Balanced,Diego Organero
,Celta Vigo,Under 19s Physio,Physio,"$3,300 p/w",,,5,5,4,5,2,2,18,13,10,Balanced,Manu Barros
,Trapani,Head of Youth Development,Head of Youth Development,"$1,700 p/w",,,11,10,10,10,9,11,12,9,17,Balanced,Gianluca Macrì
FrA,,-,Head of Youth Development,-,,,13,7,9,13,12,12,12,13,3,Ambitious,Lucio Anzolut
,Sampdoria,Under 18s Coach,Coach,"$2,100 p/w",,,10,12,10,10,10,11,11,12,15,Fairly Loyal,Alessio Ambrosi
FrA,,-,Head of Youth Development,-,,,8,7,10,7,7,12,9,12,18,Balanced,Andrea Giorgi
,Frosinone,General Manager,General Manager,"$3,200 p/w",,,8,5,5,5,4,7,7,14,15,Fairly Professional,Alessandro Frara
,Spezia,Scout,Scout,"$1,000 p/w",,,11,7,3,7,7,8,3,13,12,Balanced,Marco De Sisti
FrA,,-,Head of Youth Development,-,,,7,8,9,10,10,7,7,20,12,Determined,Lorenzo De Rosa
,Lleida Esportiu,Under 19s Head Coach,Coach,$625 p/w,,,14,16,9,14,19,13,20,15,13,Spirited,Quim Ramón
,RCD Mallorca,Chief Data Analyst,Data Analyst,"$3,700 p/w",,,7,7,2,7,4,8,5,12,16,Spirited,Mikel Gandarias
,Alto Adige,Assistant Coach,Assistant Coach,"$2,400 p/w",,,12,11,14,12,11,10,13,14,10,Balanced,Davide Mandelli
,Cittadella,Scout,Scout,"$1,000 p/w",,,3,5,4,5,4,4,16,12,14,Fairly Professional,Luigi Porchia
FrA,,-,Goalkeeping Coach,-,,,5,6,7,8,3,6,17,9,16,Balanced,Nacho Torres
FrA,,-,Head of Youth Development,-,,,10,6,9,7,7,8,12,20,13,Perfectionist,Gennaro Delvecchio
FrA,,-,Head of Youth Development,-,,,11,6,14,5,10,11,10,12,17,Professional,Adriano Mazzuccato
FrA,,-,Sports Scientist,-,,,6,5,4,4,5,9,12,12,5,Light-Hearted,Simone Tarantino
,1. FC Kaiserslautern,Assistant Coach,Coach,"$6,250 p/w",,,11,12,13,12,12,12,15,12,9,Fairly Professional,Alexander Bugera
,Cádiz CF,Head Physio,Physio,"$2,400 p/w",,,5,5,5,5,5,6,12,10,14,Balanced,Álvaro Sánchez-Ferragut
,FC Barcelona,Coach,Data Analyst,"$8,000 p/w",,,16,15,16,16,16,15,20,10,18,Fairly Ambitious,José Manuel Ortega
,Holstein Kiel,Chief Scout,Scout,"$2,400 p/w",,,8,4,7,6,6,6,1,12,13,Fairly Professional,Dieter Bollow
,Real Sociedad,Under 19s Head Coach,Coach,"$4,000 p/w",,,11,14,16,14,15,16,20,16,13,Fairly Determined,Unai Gazpio
,1. FC Köln,Under 19s Goalkeeping Coach,Goalkeeping Coach,"$2,300 p/w",,,8,4,2,5,4,4,12,15,10,Resolute,Philipp Tschauner
FrA,,-,Data Analyst,-,,,8,4,8,11,7,7,1,12,15,Balanced,Matthieu Perrot
FrA,,-,Fitness Coach,-,,,5,4,5,5,2,6,13,8,12,Balanced,Pablo Fernández
FrA,,-,Goalkeeping Coach,-,,,6,5,5,8,5,4,12,12,3,Balanced,Jordi Gómez Cabero
,Real Sociedad,Under 19s Assistant Coach,Coach,"$3,300 p/w",,,11,11,12,11,11,13,16,15,9,Fairly Determined,José Manuel Etxabe
FrA,,-,Head Coach,-,,,9,6,6,7,8,8,9,15,14,Fairly Determined,Antonio Martínez
,Leicester,Under 23s Head Coach,Coach,"$2,300 p/w",,,11,15,13,15,15,15,20,17,10,Fairly Determined,Luis Entonado
,Carpi,Under 20s Head Coach,Coach,"$1,600 p/w",,,14,8,11,10,10,14,12,13,15,Spirited,Fabio Gallo
,AD Alcorcón,Head Physio,Physio,"$1,500 p/w",,,4,3,2,5,5,3,12,12,10,Balanced,Carlos Fueyo
,Atlético Baleares,Sports Scientist,Sports Scientist,$375 p/w,,,5,6,5,6,4,4,9,13,16,Balanced,Llorenç March
,UE Cornellà,Head Physio,Physio,$350 p/w,,,3,2,2,5,5,4,12,10,13,Balanced,Nacho Torre
,Genoa,Under 20s Coach,Head Coach,"$1,400 p/w",,,9,9,8,10,11,9,12,14,15,Spirited,Gennaro Ruotolo
,Albacer,Head Coach,Head Coach,"$1,100 p/w",,,9,9,3,9,7,9,11,12,15,Balanced,David Barca
FrA,,-,Scout,-,,,8,2,5,8,5,7,2,12,19,Balanced,Ahmed Yasin
,Stade Rennais,Under 19s Head Coach,Coach,"$3,300 p/w",,,8,13,12,11,11,10,15,15,11,Fairly Determined,Pierre-Emmanuel Bourdeau
,CD Toledo,Assistant Coach,Assistant Coach,$250 p/w,,,6,9,6,8,8,6,12,12,8,Fairly Loyal,Miguel Ángel Martínez
FrA,,-,Head of Youth Development,-,,,4,5,9,8,4,4,8,14,13,Fairly Professional,Michail Antonio
FrA,,-,Head of Youth Development,-,,,7,5,3,8,8,5,6,13,14,Balanced,Bruno Pascua
,FC Metz,Under 19s Head Coach,Coach,"$2,100 p/w",,,10,10,12,14,10,12,13,14,15,Professional,Eric Sikora
FrA,,-,Coach,-,,,6,9,9,9,9,7,14,12,4,Balanced,Rubén García
,Coruña B,Head Coach,Head Coach,"$4,500 p/w",,,8,9,9,8,8,11,18,11,18,Fickle,José María Iglesias
,Udinese,Under 20s Head Coach,Coach,"$5,250 p/w",,,8,17,9,15,13,9,17,15,7,Fairly Determined,Nicola Caccia
FrA,,-,Scout,-,,,7,6,5,2,8,7,2,12,13,Balanced,Gonzalo Melus
,1860 München,Under 19s Head Coach,Coach,"$1,800 p/w",,,9,12,9,11,12,11,17,12,15,Fairly Loyal,Ante Covic
,Atalanta,Under 20s Head Coach,Coach,"$3,200 p/w",,,15,9,9,14,12,12,16,14,13,Fairly Professional,Massimo Brambilla
FrA,,-,Loan Manager,-,,,8,3,8,1,8,7,13,14,16,Spirited,Eric Lichaj
FrA,,-,Scout,-,,,5,5,2,2,4,4,1,16,14,Fairly Determined,Aarón Aguado
,Real Madrid Castilla,Assistant Coach,Assistant Coach,"$5,000 p/w",,,7,8,9,8,2,9,16,14,14,Balanced,Brayan Ortega
,Izarra,Under 19s Head Coach,Head Coach,$325 p/w,,,8,8,9,6,8,7,15,14,11,Fairly Loyal,Juanma Alcácer
,Boavista,Under 23s Head Coach,Coach,"$1,600 p/w",,,10,10,11,10,11,10,14,16,9,Perfectionist,Nandinho
,Sassuolo,Under 18s Assistant Coach,Assistant Coach,"$2,200 p/w",,,9,9,10,10,10,13,13,9,13,Fairly Professional,Stefano Sacchetti
FrA,,-,Head of Youth Development,-,,,5,7,2,6,4,4,6,12,16,Balanced,Álex Puerta
FrA,,-,Assistant Coach,-,,,7,8,8,8,9,8,13,12,6,Balanced,Antonio Polonio
Wnt,,-,Head Coach,-,,,6,9,6,9,9,6,9,20,12,Driven,Arturo Vidal
FrA,,-,Head Coach,-,,,7,8,9,10,11,7,15,11,17,Balanced,Miquel Sánchez
FrA,,-,Loan Manager,-,,,8,4,2,7,5,4,8,12,14,Fairly Professional,Iñigo Ramírez
FrA,,-,Head Coach,-,,,6,7,7,8,7,8,15,19,11,Driven,Daniele Di Donato
FrA,,-,Coach,-,,,8,9,9,9,9,9,13,13,9,Balanced,Alessandro Pierini
FrA,,-,Assistant Coach,-,,,6,8,8,8,9,9,16,10,15,Fairly Sporting,Miguel Cea
FrA,,-,Head Coach,-,,,2,11,1,4,4,1,8,13,16,Balanced,Cristian Mora
FrA,,-,Head Coach,-,,,9,4,9,9,6,6,12,7,12,Balanced,Luis Fratelli
FrA,,-,Head Coach,-,,,7,4,1,10,2,4,11,17,13,Fairly Determined,Alexis
FrA,,-,Coach,-,,,7,13,10,8,6,7,10,15,12,Resolute,Michael Bostwick
FrA,,-,Head of Youth Development,-,,,6,3,8,10,3,5,8,15,13,Fairly Determined,Fernando Argaiz
FrA,,-,Technical Director,-,,,6,7,5,4,5,2,7,14,15,Fairly Ambitious,Juan José Martínez
FrA,,-,Head of Youth Development,-,,,8,3,9,8,7,8,8,13,14,Fairly Ambitious,Aaron Cresswell
FrA,,-,Goalkeeping Coach,-,,,5,3,11,9,11,7,9,15,16,Fairly Determined,Tim Round
Wnt,,-,Scout,-,,,6,2,1,2,1,3,3,19,12,Driven,Álex Gallar
FrA,,-,Assistant Coach,-,,,5,7,9,7,4,6,11,14,13,Fairly Loyal,Kévin Perrot
FrA,,-,Goalkeeping Coach,-,,,9,9,11,10,4,11,8,12,16,Fickle,Toby Woodford
FrA,,-,Physio,-,,,8,5,5,5,5,9,12,8,17,Balanced,Óscar López
FrA,,-,Sports Scientist,-,,,5,9,7,4,3,7,11,12,17,Fickle,Drewe Wilkin
FrA,,-,Fitness Coach,-,,,3,6,11,5,4,3,12,8,12,Balanced,Luis Campos
FrA,,-,Head of Youth Development,-,,,4,7,4,7,5,3,7,12,13,Balanced,Javi Rodríguez
FrA,,-,General Manager,-,,,3,2,1,3,3,3,2,18,15,Determined,Narcís Barrera
FrA,,-,Data Analyst,-,,,7,2,3,2,6,6,6,13,13,Fairly Ambitious,Kyle Rhodes
FrA,,-,Coach,-,,,9,8,8,8,8,8,9,15,12,Resilient,Ferdinand Coly
FrA,,-,Coach,-,,,9,9,9,7,5,7,19,12,9,Spirited,David Di Michele
FrA,,-,General Manager,-,,,7,4,3,6,11,9,6,16,13,Fairly Determined,Julien Chevalier
FrA,,-,Coach,-,,,9,5,9,10,8,8,10,15,17,Fairly Determined,Marko Leskovic
FrA,,-,Scout,-,,,8,4,3,3,4,5,4,12,16,Fairly Loyal,Benjamin Jeannot
FrA,,-,Scout,-,,,7,5,10,4,4,6,7,15,16,Fairly Determined,Carlos
FrA,,-,Coach,-,,,4,8,9,8,10,7,12,16,7,Fairly Determined,Davide Carrus
FrA,,-,Scout,-,,,6,6,5,4,6,6,5,14,16,Fairly Professional,Nicola Padoin
FrA,,-,Sports Scientist,-,,,8,3,8,3,5,7,9,12,13,Fairly Ambitious,Hagen Seinsch
FrA,,-,Sports Scientist,-,,,5,2,2,5,7,8,8,14,13,Fairly Professional,Tobias Allendorf
FrA,,-,Scout,-,,,7,2,2,2,1,3,1,13,12,Fairly Professional,Lilian Bochet
FrA,,-,Sports Scientist,-,,,6,3,5,9,9,6,8,14,19,Ambitious,Ralf Bubenik
FrA,,-,Coach,-,,,5,8,7,7,9,7,13,17,20,Very Loyal,Antonio Di Natale
FrA,,-,Sports Scientist,-,,,6,3,6,7,7,8,13,10,12,Fairly Professional,Tim Badmann
FrA,,-,Loan Manager,-,,,9,10,15,10,15,11,13,12,6,Fairly Ambitious,Justus Collet
,Virtus Entella,Scout,Scout,"$1,400 p/w",,,1,3,3,2,2,4,14,11,14,Balanced,Gianluca Torma
FrA,,-,Scout,-,,,8,3,9,7,3,7,3,14,13,Balanced,Jaime Laviana
FrA,,-,Coach,-,,,6,9,9,8,8,10,12,14,16,Professional,Gianluca Zambrotta
FrA,,-,Head Coach,-,,,9,10,9,10,10,10,12,11,13,Fairly Ambitious,Stefano Romano
FrA,,-,Loan Manager,-,,,6,4,1,3,2,7,8,18,13,Determined,Alberto Úbeda
FrA,,-,Sports Scientist,-,,,9,2,8,7,5,7,8,12,12,Mercenary,Alessio Fiore
FrA,,-,Loan Manager,-,,,8,4,3,9,2,9,12,10,16,Temperamental,Mauro Gerardi
,FC Metz,Coach,Coach,"$3,600 p/w",,,8,9,9,9,5,9,8,13,12,Fairly Professional,Benoît Tavenot
FrA,,-,Coach,-,,,9,7,9,7,8,9,8,16,13,Fairly Determined,Rubén Cosín
FrA,,-,Technical Director,-,,,9,6,6,9,10,9,8,12,18,Balanced,Nauzet González
FrA,,-,Head of Youth Development,-,,,8,4,6,9,7,8,5,15,14,Resolute,Gil
FrA,,-,Sports Scientist,-,,,7,3,7,5,2,6,6,12,16,Fickle,Lee Gallagher
FrA,,-,Sports Scientist,-,,,6,2,6,6,3,4,12,13,10,Light-Hearted,Ian Heffernan
FrA,,-,Technical Director,-,,,4,9,8,9,9,4,11,20,17,Determined,Juan Carlos Valera
Wnt,,-,Goalkeeping Coach,-,,,5,6,6,9,6,6,12,7,12,Balanced,Francesco Spingola
FrA,,-,Sports Scientist,-,,,8,4,4,7,6,7,12,7,13,Spirited,Aaron Gill
FrA,,-,Assistant Coach,-,,,9,9,5,6,9,9,9,16,16,Fairly Determined,Alan Kardec
Wnt,,-,Coach,-,,,7,10,5,9,9,6,14,14,6,Balanced,Laurent Depoitre
FrA,,-,Loan Manager,-,,,6,3,1,3,3,5,12,6,14,Fairly Professional,John Gibb
FrA,,-,Head Coach,-,,,6,9,9,6,3,4,12,12,11,Balanced,Tano
FrA,,-,Head Coach,-,,,6,3,8,7,6,5,11,13,12,Balanced,Adrián Casas
FrA,,-,Technical Director,-,,,5,4,7,6,7,7,6,20,14,Determined,Gaizka Martínez
FrA,,-,Head of Youth Development,-,,,8,5,8,5,8,5,12,12,6,Balanced,Carlos Clerc
FrA,,-,Coach,-,,,9,9,8,8,10,6,13,9,13,Balanced,Juanfran Muñoz
,Greuther Fürth,Under 19s Head Coach,Coach,"$2,000 p/w",,,11,10,9,14,10,12,14,10,16,Balanced,Thomas Sageder
,Granada,Under 19s Assistant Coach,Coach,"$3,300 p/w",,,10,12,11,12,13,10,13,17,19,Model Citizen,Diego Mainz
,Villarreal,Under 19s Head Coach,Coach,"$3,100 p/w",,,11,14,11,11,13,14,20,13,13,Balanced,Miguel Ángel Tena
,CD Guadalajara,Goalkeeping Coach,Goalkeeping Coach,$425 p/w,,,4,7,5,4,9,5,16,13,15,Fairly Ambitious,Jesús Ángel Villegas
,Paris FC,General Manager,General Manager,"$2,700 p/w",,,5,5,5,5,5,4,7,12,17,Fairly Professional,Frédéric Hébert
,Atlético Sanluqueño,Under 19s Coach,Coach,$120 p/w,,,5,7,9,7,11,10,12,10,12,Balanced,Chico Benítez
FrA,,-,General Manager,-,,,2,4,4,2,3,3,6,13,18,Balanced,Jimmy Giraudon
,Salernitana,Under 20s Head Coach,Head Coach,"$1,200 p/w",,,10,6,13,11,9,10,8,13,13,Fairly Sporting,Angelo Gregucci
,Cultural Leonesa,Goalkeeping Coach,Goalkeeping Coach,$575 p/w,,,7,6,6,3,6,6,16,13,3,Balanced,Roberto Valeiro
FrA,,-,Head of Youth Development,-,,,7,5,9,8,9,9,9,15,14,Resolute,Claudio Terzi
,Las Palmas Atlético,Goalkeeping Coach,Goalkeeping Coach,"$2,000 p/w",,,4,3,11,9,10,6,12,15,10,Temperamental,Ferrán Sánchez
FrA,,-,Assistant Coach,-,,,9,9,5,7,9,5,9,16,12,Resolute,Goran Pandev
,Modena,Assistant Coach,Assistant Coach,"$1,300 p/w",,,7,10,4,7,4,7,10,16,16,Spirited,Guido Burgstaller
FrA,,-,Scout,-,,,6,3,3,2,4,5,4,15,16,Fairly Determined,Juan Antonio Tejera
FrA,,-,Assistant Coach,-,,,5,5,9,2,4,6,14,14,4,Fairly Sporting,Callum Reynolds
FrA,,-,Coach,-,,,6,10,10,10,10,9,8,12,15,Fairly Professional,Hedwiges Maduro
FrA,,-,Coach,-,,,6,9,8,7,8,6,14,14,13,Balanced,Tino Berbig
,US Orléans,Chief Scout,Scout,$500 p/w,,,8,6,6,6,6,6,6,15,15,Fairly Determined,Olivier Thomas
,Sochaux-Montbéliard,Coach,Coach,"$1,500 p/w",,,8,10,8,10,12,11,13,12,14,Balanced,Stéphane Mangione
FrA,,-,Sports Scientist,-,,,3,4,1,7,2,4,8,12,12,Fickle,Francisco José Aragoneses
FrA,,-,Coach,-,,,8,9,6,6,10,6,13,13,16,Balanced,Rodri
FrA,,-,Assistant Coach,-,,,9,12,5,5,10,8,13,6,14,Fairly Ambitious,Jordi Marenyà
FrA,,-,Head of Youth Development,-,,,9,10,10,6,6,7,9,12,14,Fairly Professional,Marcos Rojo
FrA,,-,Data Analyst,-,,,4,3,4,8,8,7,4,13,13,Balanced,Francisco José Ingelmo
FrA,,-,Data Analyst,-,,,5,4,3,5,5,4,1,15,13,Fairly Determined,Jordi Romeu
FrA,,-,Coach,-,,,7,9,6,9,11,6,11,14,16,Balanced,Darío Benedetto
FrA,,-,Coach,-,,,8,7,7,6,8,10,9,15,12,Fairly Determined,Guido Pizarro
,Toulouse FC,Coach,Coach,"$3,800 p/w",,,8,9,11,11,11,9,12,16,5,Fairly Determined,Issou Dao
FrA,,-,Sports Scientist,-,,,5,3,10,7,3,5,11,14,19,Balanced,Ubay Prieto
,Marseille,Marseille 2 Assistant Coach,Assistant Coach,"$2,500 p/w",,,5,7,10,8,7,8,16,14,19,Fairly Loyal,Jacques Abardonado
,Atlético Sanluqueño,Under 19s Coach,Coach,$130 p/w,,,7,6,4,5,4,7,13,9,18,Balanced,Chiqui
,Lyon,Under 19s Head Coach,Coach,"$5,500 p/w",,,12,11,11,13,11,12,7,14,15,Fairly Professional,Eric Hély
FrA,,-,Scout,-,,,7,1,1,1,1,1,1,12,14,Balanced,Elton Mbombe
FrA,,-,Coach,-,,,9,8,9,8,9,8,9,13,18,Balanced,Patrick Funk
FrA,,-,Coach,-,,,9,9,8,9,8,10,9,14,13,Fairly Ambitious,Claudio Yacob
FrA,,-,Sports Scientist,-,,,8,6,2,2,10,7,11,20,14,Determined,Aritz Ruiz
,Sanse,Goalkeeping Coach,Goalkeeping Coach,$140 p/w,,,3,3,4,4,3,5,13,17,4,Fairly Determined,Óliver Cuadrado
FrA,,-,Sports Scientist,-,,,6,11,6,5,6,6,9,13,12,Light-Hearted,Alejandro Martínez
Ama,AGF,Under 19s Coach,Coach,N/A,,,10,13,3,10,11,5,3,15,15,Loyal,Flemming Povlsen
FrA,,-,Coach,-,,,7,12,5,6,10,7,13,14,13,Fairly Ambitious,Abdelaziz Barrada
FrA,,-,Head Coach,-,,,8,6,6,9,9,6,9,17,13,Ambitious,Carlos Tevez
FrA,,-,Coach,-,,,9,9,5,9,9,7,10,17,14,Perfectionist,Gastón Machín
FrA,,-,Head of Youth Development,-,,,3,8,3,8,6,5,8,20,15,Professional,Andrea Russotto
FrA,,-,Sports Scientist,-,,,2,8,6,9,11,5,6,12,16,Fairly Ambitious,Ernesto Rodríguez
FrA,,-,Head of Youth Development,-,,,7,4,6,5,5,9,11,13,13,Fairly Professional,David Galisteo
FrA,,-,Sports Scientist,-,,,8,7,5,3,6,6,6,12,13,Fairly Ambitious,Juan Marín
FrA,,-,Technical Director,-,,,8,4,8,9,3,9,6,13,16,Fickle,Dave Stair
FrA,,-,Physio,-,,,8,3,3,3,3,5,7,12,13,Balanced,Enrique Martínez
FrA,,-,Fitness Coach,-,,,6,9,5,7,6,5,7,12,12,Fairly Ambitious,Ugo Sanchez
FrA,,-,Assistant Coach,-,,,6,8,5,9,6,9,13,10,17,Balanced,Fausto
FrA,,-,Technical Director,-,,,4,10,6,9,9,5,12,12,12,Fairly Ambitious,Killian Nicolas
,San Fernando CD,Head Physio,Physio,$275 p/w,,,5,5,4,5,5,5,15,12,10,Balanced,Nono Olvera
FrA,,-,Head Coach,-,,,9,9,7,9,9,7,9,14,12,Very Ambitious,Teófilo Gutiérrez
FrA,,-,General Manager,-,,,7,3,3,4,4,5,8,13,16,Balanced,Álvaro Tierno
,Cultural Leonesa,Physio,Physio,$500 p/w,,,5,5,5,5,5,5,16,9,17,Balanced,Tino Aller
FrA,,-,Goalkeeping Coach,-,,,5,6,10,10,11,7,9,14,16,Unambitious,Alberto Estecha
FrA,,-,Fitness Coach,-,,,5,4,8,4,11,8,10,12,13,Fairly Ambitious,Rodrigo Pérez
Ctr,Telford United,Player / Goalkeeping Coach,Goalkeeping Coach,N/A,,,2,6,5,8,3,4,15,5,15,Balanced,Sheridan Martinez
FrA,,-,General Manager,-,,,9,1,1,1,1,1,2,13,14,Balanced,David Sá
FrA,,-,Fitness Coach,-,,,5,6,9,11,8,3,11,13,13,Mercenary,Miguel Santibañez
FrA,,-,General Manager,-,,,9,1,1,1,1,1,1,13,12,Balanced,David Moreira
Ama,GD Resende,Assistant Coach,Assistant Coach,N/A,,,9,11,10,7,10,9,12,9,15,Balanced,Pedro Coelho
FrA,,-,Data Analyst,-,,,9,6,7,6,5,6,12,14,7,Fairly Ambitious,Salvatore Casadei
FrA,,-,Head Coach,-,,,11,8,8,7,10,8,8,13,14,Unambitious,Jaime Nicolás
Ama,GRAP,Assistant Coach,Assistant Coach,N/A,,,7,9,7,9,9,5,11,12,16,Balanced,José Sousa
,Denia,Head Coach,Head Coach,"$1,200 p/w",,,5,6,4,10,9,5,14,16,19,Resolute,Miguel Ángel Guerrero
FrA,,-,Head of Youth Development,-,,,8,5,7,6,6,8,7,16,13,Fairly Determined,Lasse Sobiech
FrA,,-,Head Coach,-,,,8,9,10,7,9,7,12,9,16,Fairly Ambitious,Shaun Ewen
,Mineiro Ajustrelense,Assistant Coach,Assistant Coach,$150 p/w,,,7,9,10,9,10,6,12,12,6,Unambitious,Gonçalo Tiago
FrA,,-,Head of Youth Development,-,,,6,8,6,9,7,6,9,17,13,Resolute,Federico Melchiorri
Ama,Caniçal,Assistant Coach,Assistant Coach,N/A,,,4,7,9,8,4,8,16,11,14,Fairly Professional,Alexandre Batista
FrA,,-,Technical Director,-,,,6,9,11,9,6,8,12,14,8,Fickle,Jack Mathieson
FrA,,-,Physio,-,,,5,5,1,5,5,5,13,13,14,Balanced,Giustino Zu
,1. FC Köln,Under 19s Physio,Physio,"$2,100 p/w",,,3,1,1,1,1,1,13,12,11,Balanced,Michael Bader
FrA,,-,Head of Youth Development,-,,,6,9,2,8,8,7,14,10,12,Ambitious,Dominick Drexler
FrA,,-,Coach,-,,,5,7,11,7,8,7,8,14,13,Light-Hearted,Asier Chirivella
FrA,,-,Physio,-,,,6,8,6,7,9,6,12,10,12,Spirited,Abner Bruzzichessi
FrA,,-,Physio,-,,,5,2,2,5,5,3,13,10,17,Balanced,Joe Ranson
FrA,,-,Loan Manager,-,,,9,6,13,14,11,9,10,15,17,Fairly Determined,Shaun Nelson
,Zamora CF,Goalkeeping Coach,Goalkeeping Coach,$600 p/w,,,9,5,8,5,3,6,15,14,14,Fairly Professional,Miquel Forgàs
FrA,,-,Head of Youth Development,-,,,7,6,7,6,3,6,12,14,12,Fairly Professional,Florian Hübner
FrA,,-,Goalkeeping Coach,-,,,6,4,5,10,5,7,15,13,11,Spirited,Antonio Manuel Bezares
FrA,,-,Data Analyst,-,,,4,4,8,4,4,6,4,12,13,Balanced,Chris Gallacher
,Talavera,Head Physio,Physio,$350 p/w,,,6,3,3,3,3,6,12,10,13,Fairly Sporting,Ander Serrano
Ama,Rebordosa,Assistant Coach,Assistant Coach,N/A,,,8,10,5,8,7,7,13,12,12,Fairly Ambitious,Pedro Duarte
FrA,,-,Head of Youth Development,-,,,4,5,9,9,8,6,9,12,14,Balanced,Jamie Hutchison
Ama,Esmoriz,Assistant Coach,Assistant Coach,N/A,,,4,8,8,8,11,7,12,11,16,Realist,Renato Ferreira
Ama,Maria da Fonte,Assistant Coach,Assistant Coach,N/A,,,9,9,10,10,10,8,12,12,4,Fairly Ambitious,Daniel Santos
,Reading,Physio,Physio,"$1,400 p/w",,,7,5,5,4,5,7,13,8,12,Balanced,Danny Flitter
FrA,,-,Loan Manager,-,,,5,2,7,4,3,6,7,12,13,Fairly Ambitious,Hugo Santiago
FrA,,-,Head Coach,-,,,5,9,9,8,7,5,13,12,15,Fairly Ambitious,Norbert Tóth
FrA,,-,Assistant Coach,-,,,7,11,4,7,9,4,9,14,12,Fairly Professional,Eren Taşkın
,Bordeaux,Bordeaux 2 Head Coach,Coach,"$2,500 p/w",,,8,16,9,10,12,13,20,12,5,Balanced,Emmanuel Giudicelli
,Sport União Sintrense,Assistant Coach,Assistant Coach,"$1,100 p/w",,,7,8,9,8,9,8,11,12,14,Balanced,Alexandre Rodrigues
Ama,Imortal,Assistant Coach,Assistant Coach,N/A,,,5,6,9,8,7,9,16,12,10,Fairly Professional,Tiago Romao
FrA,,-,Head Coach,-,,,10,8,3,3,8,6,12,12,13,Balanced,Christopher Kramer
Wnt,CD Toledo,Scout,Scout,$425 p/w,,,9,1,1,2,1,2,2,15,19,Resolute,Yuma
Ama,Juventude Évora,Assistant Coach,Assistant Coach,N/A,,,7,9,10,9,9,11,12,8,13,Balanced,Rui Barona
FrA,,-,Head Coach,-,,,5,6,3,8,6,5,9,17,15,Resolute,Adán
,Cultural Leonesa,Scout,Scout,"$1,200 p/w",,,7,1,3,2,2,2,3,14,12,Balanced,David De Paula
,SC Olhanense,Assistant Coach,Assistant Coach,"$1,300 p/w",,,9,7,13,10,10,9,10,12,19,Fairly Professional,Maurício Amaro
FrA,,-,Coach,-,,,7,9,6,10,10,5,10,14,12,Balanced,Muhamed Alawie
Ama,Atlético CP,Assistant Coach,Assistant Coach,N/A,,,5,8,7,9,9,8,13,10,18,Temperamental,António Meireles
,AD Sanjoanense,Assistant Coach,Assistant Coach,$180 p/w,,,6,7,6,8,6,8,15,11,15,Fairly Ambitious,Emanuel Carneiro
FrA,,-,Loan Manager,-,,,8,6,4,8,10,9,11,20,15,Determined,Craig Collins
,Montalegre,Assistant Coach,Assistant Coach,$130 p/w,,,6,10,7,7,8,5,12,8,20,Balanced,Felício Gouveia
Ama,SC Vianense,Assistant Coach,Assistant Coach,N/A,,,3,9,10,8,9,7,15,11,13,Balanced,José Sampaio
,União de Leiria,Assistant Coach,Assistant Coach,"$1,200 p/w",,,4,9,9,9,9,8,13,12,8,Fairly Professional,David Correia
FrA,,-,Coach,-,,,8,8,12,8,8,5,12,16,9,Fairly Determined,Julian Palmieri
FrA,,-,Fitness Coach,-,,,11,3,11,9,9,10,9,13,15,Fairly Professional,Steven Dicks
Ama,Belenenses,Assistant Coach,Assistant Coach,N/A,,,6,7,7,11,10,10,12,12,12,Fairly Ambitious,Hugo Silva
FrA,,-,Technical Director,-,,,2,8,2,6,7,5,12,13,15,Balanced,Ronan Frawley
FrA,,-,Fitness Coach,-,,,5,8,1,3,4,4,8,15,19,Fairly Determined,Danny Williams
FrA,,-,Goalkeeping Coach,-,,,8,10,10,3,6,10,14,15,14,Unambitious,Luke Fitzpatrick
FrA,,-,Assistant Coach,-,,,8,2,7,7,8,7,10,14,13,Balanced,Mehdi Tahrat
FrA,,-,Head of Youth Development,-,,,8,9,4,12,6,7,6,13,14,Loyal,Andy Wilkinson
FrA,,-,Data Analyst,-,,,7,7,8,5,3,8,3,19,13,Determined,Dylan Caton
FrA,,-,Data Analyst,-,,,6,7,3,7,10,7,5,13,12,Fairly Sporting,Peter Butler
,Getafe,Under 19s Head Coach,Coach,"$3,800 p/w",,,11,8,16,12,13,13,15,13,6,Spirited,Marc Valiente
,C.D. Alcalá,Chief Scout,Scout,$150 p/w,,,8,10,7,3,5,7,4,16,14,Fairly Determined,Miguel Martínez
